Name,yt_name,Link,start_min,start_sec,end_min,end_sec
Court,Court,https://talkinghands.co.in/sites/default/files/islvideos/Court.webm,0,0,0,2
Cow,Cow,https://talkinghands.co.in/sites/default/files/islvideos/Cow.webm,0,0,0,2
Crayons,Crayons,https://talkinghands.co.in/sites/default/files/islvideos/Crayons.webm,0,0,0,4
Creeper,Creeper,https://talkinghands.co.in/sites/default/files/islvideos/Creeper.webm,0,0,0,3
Cremate,Cremate,https://talkinghands.co.in/sites/default/files/islvideos/Cremate.webm,0,0,0,4
Crime,Crime,https://talkinghands.co.in/sites/default/files/islvideos/Crime.webm,0,0,0,2
Crocodile,Crocodile,https://talkinghands.co.in/sites/default/files/islvideos/Crocodile.webm,0,0,0,3
Crow,Crow,https://talkinghands.co.in/sites/default/files/islvideos/Crow.webm,0,0,0,2
Crow_(alternate),Crow_(alternate),https://talkinghands.co.in/sites/default/files/islvideos/Crow1.webm,0,0,0,3
Cry,Cry,https://talkinghands.co.in/sites/default/files/islvideos/Cry.webm,0,0,0,3
cup,cup,https://youtu.be/-AvE2V_2a-c,0,0,0,1
Cup,Cup,https://talkinghands.co.in/sites/default/files/islvideos/Cup.webm,0,0,0,2
Cupboard,Cupboard,https://talkinghands.co.in/sites/default/files/islvideos/Cupboard.webm,0,0,0,3
curds-1,curds-1,https://talkinghands.co.in/sites/default/files/islvideos/curds-1.webm,0,0,0,2
Cure,Cure,https://talkinghands.co.in/sites/default/files/islvideos/Cure.webm,0,0,0,2
Curry,Curry,https://talkinghands.co.in/sites/default/files/islvideos/Curry.webm,0,0,0,3
Curtain,Curtain,https://talkinghands.co.in/sites/default/files/islvideos/Curtain.webm,0,0,0,3
Custard Apple,Custard Apple,https://talkinghands.co.in/sites/default/files/islvideos/Custard_Apple.webm,0,0,0,3
cut,cut,https://talkinghands.co.in/sites/default/files/islvideos/cut.webm,0,0,0,2
Cutout,Cutout,https://talkinghands.co.in/sites/default/files/islvideos/Cutout.webm,0,0,0,3
cycle,cycle,https://youtu.be/I5A2blkb1T8,0,0,0,2
Cycle,Cycle,https://talkinghands.co.in/sites/default/files/islvideos/Cycle.webm,0,0,0,3
Cycle-alternate,Cycle-alternate,https://talkinghands.co.in/sites/default/files/islvideos/Cycle-alternate.webm,0,0,0,2
d,double handed,https://youtu.be/VlqddxqAYQo,0,10,0,11
dahi puri,dahi puri,https://talkinghands.co.in/sites/default/files/islvideos/dahi_puri.webm,0,0,0,3
Dam,Dam,https://talkinghands.co.in/sites/default/files/islvideos/Dam.webm,0,0,0,3
Dance,Dance,https://talkinghands.co.in/sites/default/files/islvideos/Dance.webm,0,0,0,3
Dasara,Dasara,https://talkinghands.co.in/sites/default/files/islvideos/Dasara.webm,0,0,0,3
Dasara_2,Dasara_2,https://talkinghands.co.in/sites/default/files/islvideos/Dasara_2.webm,0,0,0,3
Dasara_3,Dasara_3,https://talkinghands.co.in/sites/default/files/islvideos/Dasara_3.webm,0,0,0,2
date,date-1,https://youtu.be/H0k_c6twr-Y,0,0,0,1
Date-1,Date-1,https://talkinghands.co.in/sites/default/files/islvideos/Date-1.webm,0,0,0,2
daughter,daughter,https://youtu.be/OjYou9zLuDM,0,0,0,4
Daughter,Daughter,https://talkinghands.co.in/sites/default/files/islvideos/Daughter.webm,0,0,0,3
daughther-2,daughther-2,https://talkinghands.co.in/sites/default/files/islvideos/daughther-2.webm,0,0,0,3
day,day,https://youtu.be/11derBixy2I,0,0,0,2
Day,Day,https://talkinghands.co.in/sites/default/files/islvideos/Day.webm,0,0,0,2
day before,day before,https://talkinghands.co.in/sites/default/files/islvideos/day_before.webm,0,0,0,2
day before2,day before2,https://talkinghands.co.in/sites/default/files/islvideos/day_before2.webm,0,0,0,2
deaf,deaf,https://youtu.be/2NNiSDCb0ek,0,0,0,2
december,december,https://youtu.be/y1XgtWNM-OM,0,0,0,1
December,December,https://talkinghands.co.in/sites/default/files/islvideos/December.webm,0,0,0,3
December-alternate,December-alternate,https://talkinghands.co.in/sites/default/files/islvideos/December-alternate.webm,0,0,0,3
Decide,Decide,https://talkinghands.co.in/sites/default/files/islvideos/Decide.webm,0,0,0,3
Deer,Deer,https://talkinghands.co.in/sites/default/files/islvideos/Deer.webm,0,0,0,3
Delhi,Delhi,https://talkinghands.co.in/sites/default/files/islvideos/Delhi.webm,0,0,0,2
Demand Draft,Demand Draft,https://talkinghands.co.in/sites/default/files/islvideos/Demand_Draft.webm,0,0,0,2
Descending,Descending,https://talkinghands.co.in/sites/default/files/islvideos/Descending.webm,0,0,0,2
Desert,Desert,https://talkinghands.co.in/sites/default/files/islvideos/Desert.webm,0,0,0,3
Designing,Designing,https://talkinghands.co.in/sites/default/files/islvideos/Designing.webm,0,0,0,2
Desk,Desk,https://talkinghands.co.in/sites/default/files/islvideos/Desk.webm,0,0,0,2
Devil,Devil,https://talkinghands.co.in/sites/default/files/islvideos/Devil.webm,0,0,0,2
Dhobi,Dhobi,https://talkinghands.co.in/sites/default/files/islvideos/Dhobi.webm,0,0,0,2
Diabetes,Diabetes,https://talkinghands.co.in/sites/default/files/islvideos/Diabetes.webm,0,0,0,3
Die,Die,https://talkinghands.co.in/sites/default/files/islvideos/Die.webm,0,0,0,2
Difficult,Difficult,https://talkinghands.co.in/sites/default/files/islvideos/Difficult.webm,0,0,0,4
dinner1,dinner1,https://talkinghands.co.in/sites/default/files/islvideos/dinner1.webm,0,0,0,3
Discuss,Discuss,https://talkinghands.co.in/sites/default/files/islvideos/Discuss.webm,0,0,0,2
Disease,Disease,https://talkinghands.co.in/sites/default/files/islvideos/Disease.webm,0,0,0,3
Dish,Dish,https://talkinghands.co.in/sites/default/files/islvideos/Dish.webm,0,0,0,3
Distance,Distance,https://talkinghands.co.in/sites/default/files/islvideos/Distance.webm,0,0,0,2
Divide,Divide,https://talkinghands.co.in/sites/default/files/islvideos/Divide.webm,0,0,0,2
do ,do,https://youtu.be/52a1sCV-74w,0,0,0,2
Doctor,Doctor,https://talkinghands.co.in/sites/default/files/islvideos/Doctor.webm,0,0,0,2
Dog,Dog,https://talkinghands.co.in/sites/default/files/islvideos/Dog.webm,0,0,0,2
doll,doll,https://youtu.be/q79Rs300DoY,0,0,0,2
Doll,Doll,https://talkinghands.co.in/sites/default/files/islvideos/Doll.webm,0,0,0,2
Dollar,Dollar,https://talkinghands.co.in/sites/default/files/islvideos/Dollar.webm,0,0,0,2
door,door,https://youtu.be/M9A3PKPxbdY,0,0,0,2
Door,Door,https://talkinghands.co.in/sites/default/files/islvideos/Door.webm,0,0,0,2
Dosa,Dosa,https://talkinghands.co.in/sites/default/files/islvideos/Dosa.webm,0,0,0,2
Dove,Dove,https://talkinghands.co.in/sites/default/files/islvideos/Dove.webm,0,0,0,3
down,down,https://youtu.be/3BJDzOlCGcc,0,0,0,2
Down,Down,https://talkinghands.co.in/sites/default/files/islvideos/Down.webm,0,0,0,2
download,download,https://talkinghands.co.in/sites/default/files/islvideos/download.webm,0,0,0,3
Draftsman,Draftsman,https://talkinghands.co.in/sites/default/files/islvideos/Draftsman.webm,0,0,0,2
Drama,Drama,https://talkinghands.co.in/sites/default/files/islvideos/Drama.webm,0,0,0,2
Drawer,Drawer,https://talkinghands.co.in/sites/default/files/islvideos/Drawer.webm,0,0,0,3
drive,drive,https://youtu.be/1zOTclxTpZ0,0,0,0,3
Drum,Drum,https://talkinghands.co.in/sites/default/files/islvideos/Drum.webm,0,0,0,2
Dubai,Dubai,https://talkinghands.co.in/sites/default/files/islvideos/Dubai.webm,0,0,0,3
Duck,Duck,https://talkinghands.co.in/sites/default/files/islvideos/Duck.webm,0,0,0,3
Durga,Durga,https://talkinghands.co.in/sites/default/files/islvideos/Durga.webm,0,0,0,2
During,During,https://talkinghands.co.in/sites/default/files/islvideos/During.webm,0,0,0,2
Duster,Duster,https://talkinghands.co.in/sites/default/files/islvideos/Duster.webm,0,0,0,2
DVD,DVD,https://talkinghands.co.in/sites/default/files/islvideos/DVD.webm,0,0,0,4
e,double handed,https://youtu.be/VlqddxqAYQo,0,14,0,15
Early,Early,https://talkinghands.co.in/sites/default/files/islvideos/Early.webm,0,0,0,3
Earth,Earth,https://talkinghands.co.in/sites/default/files/islvideos/Earth.webm,0,0,0,2
Earthquake,Earthquake,https://talkinghands.co.in/sites/default/files/islvideos/Earthquake.webm,0,0,0,2
East,East,https://talkinghands.co.in/sites/default/files/islvideos/East.webm,0,0,0,2
Easter,Easter,https://talkinghands.co.in/sites/default/files/islvideos/Easter.webm,0,0,0,3
Easter_2,Easter_2,https://talkinghands.co.in/sites/default/files/islvideos/Easter_2.webm,0,0,0,4
Easy,Easy,https://talkinghands.co.in/sites/default/files/islvideos/Easy.webm,0,0,0,3
eat,eat,https://youtu.be/d4nkMcBvUZM,0,0,0,3
Eat,Eat,https://talkinghands.co.in/sites/default/files/islvideos/Eat.webm,0,0,0,3
Eclipse,Eclipse,https://talkinghands.co.in/sites/default/files/islvideos/Eclipse.webm,0,0,0,3
Edit,Edit,https://talkinghands.co.in/sites/default/files/islvideos/Edit.webm,0,0,0,3
eight,numbers,https://youtu.be/ZXqhw1b6_DY,0,24,0,25
eighty,numbers,https://youtu.be/ZXqhw1b6_DY,1,4,1,6
Elbow,Elbow,https://talkinghands.co.in/sites/default/files/islvideos/Elbow.webm,0,0,0,3
Election,Election,https://talkinghands.co.in/sites/default/files/islvideos/Election.webm,0,0,0,2
electric,electric,https://talkinghands.co.in/sites/default/files/islvideos/electric.webm,0,0,0,2
Electrician,Electrician,https://talkinghands.co.in/sites/default/files/islvideos/Electrician.webm,0,0,0,2
Elephant,Elephant,https://talkinghands.co.in/sites/default/files/islvideos/Elephant.webm,0,0,0,3
Email,Email,https://talkinghands.co.in/sites/default/files/islvideos/Email.webm,0,0,0,2
Embroidery-1,Embroidery-1,https://talkinghands.co.in/sites/default/files/islvideos/Embroidery-1.webm,0,0,0,3
Embroidery-2,Embroidery-2,https://talkinghands.co.in/sites/default/files/islvideos/Embroidery-2.webm,0,0,0,3
Engagement,Engagement,https://talkinghands.co.in/sites/default/files/islvideos/Engagement.webm,0,0,0,3
Engine,Engine,https://talkinghands.co.in/sites/default/files/islvideos/Engine.webm,0,0,0,3
Engineer,Engineer,https://talkinghands.co.in/sites/default/files/islvideos/Engineer.webm,0,0,0,2
England,England,https://talkinghands.co.in/sites/default/files/islvideos/England.webm,0,0,0,3
Envelop,Envelop,https://talkinghands.co.in/sites/default/files/islvideos/Envelop.webm,0,0,0,2
Equater,Equater,https://talkinghands.co.in/sites/default/files/islvideos/Equater.webm,0,0,0,3
Eraser,Eraser,https://talkinghands.co.in/sites/default/files/islvideos/Eraser.webm,0,0,0,2
Essay,Essay,https://talkinghands.co.in/sites/default/files/islvideos/Essay.webm,0,0,0,3
Essay2,Essay2,https://talkinghands.co.in/sites/default/files/islvideos/Essay2.webm,0,0,0,2
Europe,Europe,https://talkinghands.co.in/sites/default/files/islvideos/Europe.webm,0,0,0,3
evening,evening-1,https://youtu.be/zSwPgYew9xY,0,0,0,3
Evening_ISL,Evening_ISL,https://talkinghands.co.in/sites/default/files/islvideos/Evening_ISL.webm,0,0,0,2
Evening_local,Evening_local,https://talkinghands.co.in/sites/default/files/islvideos/Evening_local.webm,0,0,0,2
Examination,Examination,https://talkinghands.co.in/sites/default/files/islvideos/Examination.webm,0,0,0,2
Exercise,Exercise,https://talkinghands.co.in/sites/default/files/islvideos/Exercise.webm,0,0,0,2
Experiement,Experiement,https://talkinghands.co.in/sites/default/files/islvideos/Experiement.webm,0,0,0,3
Eye,Eye,https://talkinghands.co.in/sites/default/files/islvideos/Eye.webm,0,0,0,3
f,double handed,https://youtu.be/VlqddxqAYQo,0,17,0,18
Face,Face,https://talkinghands.co.in/sites/default/files/islvideos/Face.webm,0,0,0,3
Facebook,Facebook,https://talkinghands.co.in/sites/default/files/islvideos/Facebook.webm,0,0,0,2
Factory,Factory,https://talkinghands.co.in/sites/default/files/islvideos/Factory.webm,0,0,0,2
family,family,https://youtu.be/7swvJrXBA3I,0,0,0,5
Family,Family,https://talkinghands.co.in/sites/default/files/islvideos/Family.webm,0,0,0,3
fan,fan,https://youtu.be/PB7rn__dcKg,0,0,0,2
Far,Far,https://talkinghands.co.in/sites/default/files/islvideos/Far.webm,0,0,0,3
Far2,Far2,https://talkinghands.co.in/sites/default/files/islvideos/Far2.webm,0,0,0,2
Farmer,Farmer,https://talkinghands.co.in/sites/default/files/islvideos/Farmer.webm,0,0,0,2
father,father,https://youtu.be/Gm2HCSz7Jqg,0,0,0,3
Father,Father,https://talkinghands.co.in/sites/default/files/islvideos/Father.webm,0,0,0,2
Father_1,Father_1,https://talkinghands.co.in/sites/default/files/islvideos/Father_1.webm,0,0,0,3
Fax,Fax,https://talkinghands.co.in/sites/default/files/islvideos/Fax.webm,0,0,0,2
february,february,https://youtu.be/_yuawBKn9O0,0,0,0,2
February,February,https://talkinghands.co.in/sites/default/files/islvideos/February.webm,0,0,0,3
February-alternate,February-alternate,https://talkinghands.co.in/sites/default/files/islvideos/February-alternate.webm,0,0,0,3
Festivals,Festivals,https://talkinghands.co.in/sites/default/files/islvideos/Festivals.webm,0,0,0,2
fifty,numbers,https://youtu.be/ZXqhw1b6_DY,0,51,0,53
file,file,https://youtu.be/dmspcOTLMP8,0,0,0,1
File,File,https://talkinghands.co.in/sites/default/files/islvideos/File.webm,0,0,0,2
Fingers,Fingers,https://talkinghands.co.in/sites/default/files/islvideos/Fingers.webm,0,0,0,2
Fioppy,Fioppy,https://talkinghands.co.in/sites/default/files/islvideos/Fioppy.webm,0,0,0,3
First Floor,First Floor,https://talkinghands.co.in/sites/default/files/islvideos/First%20Floor.webm,0,0,0,2
Fisherman,Fisherman,https://talkinghands.co.in/sites/default/files/islvideos/Fisherman.webm,0,0,0,3
five,numbers,https://youtu.be/ZXqhw1b6_DY,0,14,0,15
Flag,Flag,https://talkinghands.co.in/sites/default/files/islvideos/Flag.webm,0,0,0,3
Floor,Floor,https://talkinghands.co.in/sites/default/files/islvideos/Floor.webm,0,0,0,3
Flute,Flute,https://talkinghands.co.in/sites/default/files/islvideos/Flute.webm,0,0,0,2
Focus,Focus,https://talkinghands.co.in/sites/default/files/islvideos/Focus.webm,0,0,0,3
folder,folder,https://talkinghands.co.in/sites/default/files/islvideos/folder.webm,0,0,0,2
food,food,https://youtu.be/NROeKyImRuI,0,0,0,2
Food,Food,https://talkinghands.co.in/sites/default/files/islvideos/Food.webm,0,0,0,2
Food-Box,Food-Box,https://talkinghands.co.in/sites/default/files/islvideos/Food-Box.webm,0,0,0,2
Foot,Foot,https://talkinghands.co.in/sites/default/files/islvideos/Foot.webm,0,0,0,2
Footpath,Footpath,https://talkinghands.co.in/sites/default/files/islvideos/Footpath.webm,0,0,0,3
Format,Format,https://talkinghands.co.in/sites/default/files/islvideos/Format.webm,0,0,0,3
forty,numbers,https://youtu.be/ZXqhw1b6_DY,0,47,0,49
forward,forward,https://talkinghands.co.in/sites/default/files/islvideos/forward.webm,0,0,0,3
four,numbers,https://youtu.be/ZXqhw1b6_DY,0,11,0,12
Fox,Fox,https://talkinghands.co.in/sites/default/files/islvideos/Fox.webm,0,0,0,2
France,France,https://talkinghands.co.in/sites/default/files/islvideos/France.webm,0,0,0,3
friday,friday-1,https://youtu.be/b_lBAwm-AC4,0,0,0,1
Friday,Friday,https://talkinghands.co.in/sites/default/files/islvideos/Friday.webm,0,0,0,3
fridge,refrigerator,https://youtu.be/f0vvft8hF_c,0,0,0,2
friend,friend,https://youtu.be/ElXP4DjT3H8,0,0,0,3
Friend,Friend,https://talkinghands.co.in/sites/default/files/islvideos/Friend.webm,0,0,0,3
Friend_2,Friend_2,https://talkinghands.co.in/sites/default/files/islvideos/Friend_2.webm,0,0,0,2
from,from,https://youtu.be/UfYeaYNJV8E,0,0,0,2
From,From,https://talkinghands.co.in/sites/default/files/islvideos/From.webm,0,0,0,2
front,in front of,https://youtu.be/Aahly6_Ya3w,0,0,0,2
Fruits,Fruits,https://talkinghands.co.in/sites/default/files/islvideos/Fruits.webm,0,0,0,2
FullMoon,FullMoon,https://talkinghands.co.in/sites/default/files/islvideos/FullMoon.webm,0,0,0,3
Funeral,Funeral,https://talkinghands.co.in/sites/default/files/islvideos/Funeral.webm,0,0,0,3
g,double handed,https://youtu.be/VlqddxqAYQo,0,20,0,21
Games,Games,https://talkinghands.co.in/sites/default/files/islvideos/Games.webm,0,0,0,2
Ganesh Ustav,Ganesh Ustav,https://talkinghands.co.in/sites/default/files/islvideos/Ganesh_Ustav.webm,0,0,0,3
Gardener,Gardener,https://talkinghands.co.in/sites/default/files/islvideos/Gardener.webm,0,0,0,3
Gas Stove,Gas Stove,https://talkinghands.co.in/sites/default/files/islvideos/Gas_Stove.webm,0,0,0,3
Gate,Gate,https://talkinghands.co.in/sites/default/files/islvideos/Gate.webm,0,0,0,3
Germany,Germany,https://talkinghands.co.in/sites/default/files/islvideos/Germany.webm,0,0,0,3
get,receive,https://youtu.be/L0dm0QB0XNc,0,0,0,2
Ghost,Ghost,https://talkinghands.co.in/sites/default/files/islvideos/Ghost.webm,0,0,0,2
girl,girls,https://youtu.be/gz02l8wMzKk,0,0,0,3
Girl,Girl,https://talkinghands.co.in/sites/default/files/islvideos/Girl.webm,0,0,0,3
Girl_1,Girl_1,https://talkinghands.co.in/sites/default/files/islvideos/Girl_1.webm,0,0,0,2
Girl_2,Girl_2,https://talkinghands.co.in/sites/default/files/islvideos/Girl_2.webm,0,0,0,3
girls,girls,https://youtu.be/gz02l8wMzKk,0,0,0,3
Glass,Glass,https://talkinghands.co.in/sites/default/files/islvideos/Glass.webm,0,0,0,3
Gmail,Gmail,https://talkinghands.co.in/sites/default/files/islvideos/Gmail.webm,0,0,0,4
go,go,https://youtu.be/PQoocuBF2f8,0,0,0,2
Goa,Goa,https://talkinghands.co.in/sites/default/files/islvideos/Goa.webm,0,0,0,2
Goal,Goal,https://talkinghands.co.in/sites/default/files/islvideos/Goal.webm,0,0,0,2
God,God,https://talkinghands.co.in/sites/default/files/islvideos/God.webm,0,0,0,2
Gold,Gold,https://talkinghands.co.in/sites/default/files/islvideos/Gold.webm,0,0,0,2
Google,Google,https://talkinghands.co.in/sites/default/files/islvideos/Google.webm,0,0,0,3
Government,Government,https://talkinghands.co.in/sites/default/files/islvideos/Government.webm,0,0,0,2
Grain,Grain,https://talkinghands.co.in/sites/default/files/islvideos/Grain.webm,0,0,0,3
Gram,Gram,https://talkinghands.co.in/sites/default/files/islvideos/Gram.webm,0,0,0,2
Granddaughter,Granddaughter,https://talkinghands.co.in/sites/default/files/islvideos/Granddaughter.webm,0,0,0,4
GrandFather,GrandFather,https://talkinghands.co.in/sites/default/files/islvideos/GrandFather.webm,0,0,0,4
GrandMother,GrandMother,https://talkinghands.co.in/sites/default/files/islvideos/Grandmother.webm,0,0,0,3
Grandson,Grandson,https://talkinghands.co.in/sites/default/files/islvideos/Grandson.webm,0,0,0,4
Grape,Grape,https://talkinghands.co.in/sites/default/files/islvideos/Grape.webm,0,0,0,3
Green,Green,https://talkinghands.co.in/sites/default/files/islvideos/Green.webm,0,0,0,3
GroundNut,GroundNut,https://talkinghands.co.in/sites/default/files/islvideos/GroundNut.webm,0,0,0,2
Guard,Guard,https://talkinghands.co.in/sites/default/files/islvideos/Guard.webm,0,0,0,3
Guava,Guava,https://talkinghands.co.in/sites/default/files/islvideos/Guava.webm,0,0,0,3
Guitar,Guitar,https://talkinghands.co.in/sites/default/files/islvideos/Guitar.webm,0,0,0,3
Gujrat,Gujrat,https://talkinghands.co.in/sites/default/files/islvideos/Gujrat.webm,0,0,0,2
Gujrathi,Gujrathi,https://talkinghands.co.in/sites/default/files/islvideos/Gujrathi.webm,0,0,0,2
Gurunanak Jayanthi,Gurunanak Jayanthi,https://talkinghands.co.in/sites/default/files/islvideos/Gurunanak_Jayanthi.webm,0,0,0,4
Guwahati,Guwahati,https://talkinghands.co.in/sites/default/files/islvideos/Guwahati.webm,0,0,0,3
h,double handed,https://youtu.be/VlqddxqAYQo,0,23,0,24
Hair,Hair,https://talkinghands.co.in/sites/default/files/islvideos/Hair.webm,0,0,0,3
Hall,Hall,https://talkinghands.co.in/sites/default/files/islvideos/Hall.webm,0,0,0,3
Hammer,Hammer,https://talkinghands.co.in/sites/default/files/islvideos/Hammer.webm,0,0,0,2
Hand,Hand,https://talkinghands.co.in/sites/default/files/islvideos/Hand.webm,0,0,0,3
Hanuman,Hanuman,https://talkinghands.co.in/sites/default/files/islvideos/Hanuman.webm,0,0,0,1
Hanuman-alternate,Hanuman-alternate,https://talkinghands.co.in/sites/default/files/islvideos/Hanuman-alternate.webm,0,0,0,2
Harbour,Harbour,https://talkinghands.co.in/sites/default/files/islvideos/Harbour.webm,0,0,0,2
Harmonium,Harmonium,https://talkinghands.co.in/sites/default/files/islvideos/Harmonium.webm,0,0,0,3
he,he,https://youtu.be/Qu5KH6X5dd8,0,0,0,3
He,He,https://talkinghands.co.in/sites/default/files/islvideos/He.webm,0,0,0,2
Health,Health,https://talkinghands.co.in/sites/default/files/islvideos/Health.webm,0,0,0,2
hear,hear-listen,https://youtu.be/x7CtEdG8eAY,0,0,0,2
Heart,Heart,https://talkinghands.co.in/sites/default/files/islvideos/Heart.webm,0,0,0,3
Helicopter,Helicopter,https://talkinghands.co.in/sites/default/files/islvideos/Helicopter.webm,0,0,0,2
Hen,Hen,https://talkinghands.co.in/sites/default/files/islvideos/Hen.webm,0,0,0,2
her,her,https://youtu.be/qBNL8tfKk_8,0,0,0,2
here,here,https://youtu.be/u3CQB1epJcM,0,0,0,2
Here,Here,https://talkinghands.co.in/sites/default/files/islvideos/Here.webm,0,0,0,2
Hers,Hers,https://talkinghands.co.in/sites/default/files/islvideos/Hers.webm,0,0,0,2
Herself,Herself,https://talkinghands.co.in/sites/default/files/islvideos/Herself.webm,0,0,0,2
Hibernate,Hibernate,https://talkinghands.co.in/sites/default/files/islvideos/Hibernate.webm,0,0,0,3
Hill,Hill,https://talkinghands.co.in/sites/default/files/islvideos/Hill.webm,0,0,0,3
Him,Him,https://talkinghands.co.in/sites/default/files/islvideos/Him.webm,0,0,0,2
Himself,Himself,https://talkinghands.co.in/sites/default/files/islvideos/Himself.webm,0,0,0,2
Hindi,Hindi,https://talkinghands.co.in/sites/default/files/islvideos/Hindi.webm,0,0,0,2
hindu,hindu,https://talkinghands.co.in/sites/default/files/islvideos/hindu.webm,0,0,0,3
Hip,Hip,https://talkinghands.co.in/sites/default/files/islvideos/Hip.webm,0,0,0,3
his,his,https://youtu.be/gxFroPz8ydI,0,0,0,2
His,His,https://talkinghands.co.in/sites/default/files/islvideos/His.webm,0,0,0,2
History,History,https://talkinghands.co.in/sites/default/files/islvideos/History.webm,0,0,0,2
hockey,hockey,https://youtu.be/RCd8Aat8xa4,0,0,0,2
Hockey,Hockey,https://talkinghands.co.in/sites/default/files/islvideos/Hockey.webm,0,0,0,2
Hold,Hold,https://talkinghands.co.in/sites/default/files/islvideos/Hold.webm,0,0,0,3
Hole,Hole,https://talkinghands.co.in/sites/default/files/islvideos/Hole.webm,0,0,0,2
Holi,Holi,https://talkinghands.co.in/sites/default/files/islvideos/Holi.webm,0,0,0,2
holiday,holiday,https://youtu.be/uZuvBINbAqo,0,1,0,2
home,home,https://youtu.be/3SRihi99gjc,0,0,0,3
Horse,Horse,https://talkinghands.co.in/sites/default/files/islvideos/Horse.webm,0,0,0,3
Horse Cart,Horse Cart,https://talkinghands.co.in/sites/default/files/islvideos/Horse_Cart.webm,0,0,0,3
Hot,Hot,https://talkinghands.co.in/sites/default/files/islvideos/Hot_0.webm,0,0,0,3
Hot to taste,Hot to taste,https://talkinghands.co.in/sites/default/files/islvideos/Hot_to_taste.webm,0,0,0,2
hour,Hour,https://youtu.be/-5p4hn8J87A,0,1,0,3
Hour,Hour,https://talkinghands.co.in/sites/default/files/islvideos/Hour.webm,0,0,0,2
house,house,https://youtu.be/9in2Hz7k60U,0,0,0,3
House,House,https://talkinghands.co.in/sites/default/files/islvideos/House.webm,0,0,0,2
HouseFly,HouseFly,https://talkinghands.co.in/sites/default/files/islvideos/HouseFly.webm,0,0,0,2
How,How,https://talkinghands.co.in/sites/default/files/islvideos/How.webm,0,0,0,3
how big,how big,https://talkinghands.co.in/sites/default/files/islvideos/how_big.webm,0,0,0,3
how many,how many,https://talkinghands.co.in/sites/default/files/islvideos/how_many.webm,0,0,0,2
how much,how much,https://talkinghands.co.in/sites/default/files/islvideos/how_much.webm,0,0,0,3
hundred,numbers,https://youtu.be/ZXqhw1b6_DY,1,12,1,15
Husband,Husband,https://talkinghands.co.in/sites/default/files/islvideos/husband.webm,0,0,0,3
Husband_1,Husband_1,https://talkinghands.co.in/sites/default/files/islvideos/Husband_1.webm,0,0,0,3
Hyderabad,Hyderabad,https://talkinghands.co.in/sites/default/files/islvideos/Hyderabad.webm,0,0,0,3
I,me,https://youtu.be/f7XWdoOSSNw,0,0,0,2
i,double handed,https://youtu.be/VlqddxqAYQo,0,26,0,27
I,I,https://talkinghands.co.in/sites/default/files/islvideos/I.webm,0,0,0,1
icecream,icecream,https://talkinghands.co.in/sites/default/files/islvideos/icecream.webm,0,0,0,2
Id,Id,https://talkinghands.co.in/sites/default/files/islvideos/Id.webm,0,0,0,3
in,in  ,https://youtu.be/lQOdXN62MXo,0,0,0,2
In,In,https://talkinghands.co.in/sites/default/files/islvideos/In.webm,0,0,0,2
In front of,In front of,https://talkinghands.co.in/sites/default/files/islvideos/In_front_of.webm,0,0,0,2
Inch,Inch,https://talkinghands.co.in/sites/default/files/islvideos/Inch.webm,0,0,0,2
Incident,Incident,https://talkinghands.co.in/sites/default/files/islvideos/Incident.webm,0,0,0,3
India,India,https://talkinghands.co.in/sites/default/files/islvideos/India.webm,0,0,0,2
India-alternate,India-alternate,https://talkinghands.co.in/sites/default/files/islvideos/India-alternate.webm,0,0,0,3
Information,Information,https://talkinghands.co.in/sites/default/files/islvideos/Information.webm,0,0,0,2
Injection,Injection,https://talkinghands.co.in/sites/default/files/islvideos/Injection.webm,0,0,0,2
Input,Input,https://talkinghands.co.in/sites/default/files/islvideos/Input.webm,0,0,0,3
Insect,Insect,https://talkinghands.co.in/sites/default/files/islvideos/Insect.webm,0,0,0,3
Install,Install,https://talkinghands.co.in/sites/default/files/islvideos/Install.webm,0,0,0,4
Internet,Internet,https://talkinghands.co.in/sites/default/files/islvideos/Internet.webm,0,0,0,3
Iron,Iron,https://talkinghands.co.in/sites/default/files/islvideos/Iron.webm,0,0,0,3
Iron-altenate,Iron-altenate,https://talkinghands.co.in/sites/default/files/islvideos/Iron-altenate.webm,0,0,0,2
Island,Island,https://talkinghands.co.in/sites/default/files/islvideos/Island.webm,0,0,0,3
Israel,Israel,https://talkinghands.co.in/sites/default/files/islvideos/Israel.webm,0,0,0,3
It,It,https://talkinghands.co.in/sites/default/files/islvideos/It.webm,0,0,0,2
Italic,Italic,https://talkinghands.co.in/sites/default/files/islvideos/Italic.webm,0,0,0,3
Its,Its,https://talkinghands.co.in/sites/default/files/islvideos/Its.webm,0,0,0,2
Itself,Itself,https://talkinghands.co.in/sites/default/files/islvideos/Itself.webm,0,0,0,2
j,double handed,https://youtu.be/VlqddxqAYQo,0,28,0,29
Jackfruit,Jackfruit,https://talkinghands.co.in/sites/default/files/islvideos/Jackfruit.webm,0,0,0,2
Jail,Jail,https://talkinghands.co.in/sites/default/files/islvideos/Jail.webm,0,0,0,2
Jailor,Jailor,https://talkinghands.co.in/sites/default/files/islvideos/Jailor.webm,0,0,0,2
Jain,Jain,https://talkinghands.co.in/sites/default/files/islvideos/Jain.webm,0,0,0,2
Jaipur,Jaipur,https://talkinghands.co.in/sites/default/files/islvideos/Jaipur.webm,0,0,0,2
